d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Universallager,Kurzzeichen_Lager_der_Grundausführung_mit_Dichtungen,d,d1,d2,D1_D2,D5,r12_min,r34_min,a,da_min,da_max,Da_max,Db_max,ra_max,rb_max,A,kr
60,130,31,104.0,76.5,3.2,6300,6700,1.75,7312 BECBPH,-,60,87.2,72.6,105.0,-,2.1,1.1,55.0,72.0,-,118.0,123.0,2.0,1.0,0.0846,0.1
60,130,31,104.0,76.5,3.2,6300,6700,1.75,7312 BECBY,-,60,87.2,72.6,105.0,-,2.1,1.1,55.0,72.0,-,118.0,123.0,2.0,1.0,0.0846,0.1
60,130,31,104.0,76.5,3.2,6300,8500,1.75,7312 BECBM,-,60,87.2,72.6,105.0,-,2.1,1.1,55.0,72.0,-,118.0,123.0,2.0,1.0,0.0846,0.1
60,130,31,116.0,85.0,3.6,7000,10000,1.75,7312 ACCBM,-,60,87.1,72.6,105.0,-,2.1,1.1,37.0,72.0,-,118.0,123.0,2.0,1.0,0.0345,0.1
65,120,23,66.3,54.0,2.28,6700,6300,1.0,-,7213 BEP,65,86.3,75.4,100.0,-,1.5,1.0,50.0,74.0,-,111.0,114.0,1.5,1.0,0.0478,0.095
65,120,23,69.5,57.0,2.45,6700,6700,1.0,7213 BECBP,-,65,86.3,75.4,99.5,-,1.5,1.0,50.0,74.0,-,111.0,114.0,1.5,1.0,0.0478,0.095
65,120,23,69.5,57.0,2.45,6700,6700,1.0,7213 BECBY,-,65,86.3,75.4,99.5,-,1.5,1.0,50.0,74.0,-,111.0,114.0,1.5,1.0,0.0478,0.095
65,120,23,69.5,57.0,2.45,6700,6700,1.0,7213 BEGAPH,-,65,86.3,75.4,100.0,-,1.5,1.0,50.0,74.0,-,111.0,114.0,1.5,1.0,0.0478,0.095
65,120,23,69.5,57.0,2.45,6700,8500,1.0,7213 BECBM,-,65,86.3,75.4,99.5,-,1.5,1.0,50.0,74.0,-,111.0,114.0,1.5,1.0,0.0478,0.095
65,120,23,81.5,65.5,2.8,7000,10000,1.0,7213 ACCBM,-,65,86.5,75.5,99.5,-,1.5,1.0,33.0,74.0,-,111.0,114.0,1.5,1.0,0.0199,0.095
65,140,33,108.0,80.0,3.35,6000,5600,2.15,-,7313 BEP,65,94.1,78.4,113.0,-,2.1,1.1,60.0,77.0,-,128.0,133.0,2.0,1.0,0.112,0.1
65,140,33,116.0,86.5,3.65,6000,6300,2.15,7313 BECBP,-,65,94.1,78.4,113.0,-,2.1,1.1,60.0,77.0,-,128.0,133.0,2.0,1.0,0.112,0.1
65,140,33,116.0,86.5,3.65,6000,6300,2.15,7313 BECBPH,-,65,94.1,78.4,113.0,-,2.1,1.1,60.0,77.0,-,128.0,133.0,2.0,1.0,0.112,0.1
65,140,33,116.0,86.5,3.65,6000,6300,2.15,7313 BECBY,-,65,94.1,78.4,113.0,-,2.1,1.1,60.0,77.0,-,128.0,133.0,2.0,1.0,0.112,0.1
65,140,33,116.0,86.5,3.65,6000,8000,2.15,7313 BECBM,-,65,94.1,78.4,113.0,-,2.1,1.1,60.0,77.0,-,128.0,133.0,2.0,1.0,0.112,0.1
65,140,33,132.0,96.5,4.05,6300,9500,2.15,7313 ACCBM,-,65,94.0,78.4,113.0,-,2.1,1.1,40.0,77.0,-,128.0,133.0,2.0,1.0,0.0456,0.1
70,125,24,67.6,56.0,2.36,6300,6000,1.1,-,7214 BEP,70,91.5,80.2,105.0,-,1.5,1.0,53.0,79.0,-,116.0,119.0,1.5,1.0,0.0529,0.095
70,125,24,72.0,60.0,2.55,6300,6300,1.1,7214 BECBP,-,70,91.5,80.2,105.0,-,1.5,1.0,53.0,79.0,-,116.0,119.0,1.5,1.0,0.0529,0.095
70,125,24,72.0,60.0,2.55,6300,6300,1.1,7214 BECBPH,-,70,91.5,80.2,105.0,-,1.5,1.0,53.0,79.0,-,116.0,119.0,1.5,1.0,0.0529,0.095
70,125,24,72.0,60.0,2.55,6300,8000,1.1,7214 BECBM,-,70,91.5,80.2,105.0,-,1.5,1.0,53.0,79.0,-,116.0,119.0,1.5,1.0,0.0529,0.095
70,125,24,75.0,64.0,2.7,6300,6300,1.1,7214 BECBY,-,70,91.5,80.2,105.0,-,1.5,1.0,53.0,79.0,-,116.0,119.0,1.5,1.0,0.0564,0.095
70,125,24,83.0,68.0,2.9,6700,10000,1.1,7214 ACCBM,-,70,91.4,80.2,105.0,-,1.5,1.0,34.0,79.0,-,116.0,119.0,1.5,1.0,0.022,0.095
70,150,35,119.0,90.0,3.65,5600,5300,2.65,-,7314 BEP,70,101.0,84.4,122.0,-,2.1,1.1,64.0,82.0,-,138.0,143.0,2.0,1.0,0.145,0.1
70,150,35,127.0,98.0,3.9,5600,5600,2.65,7314 BECBP,-,70,101.0,84.4,122.0,-,2.1,1.1,64.0,82.0,-,138.0,143.0,2.0,1.0,0.145,0.1
70,150,35,127.0,98.0,3.9,5600,5600,2.65,7314 BECBPH,-,70,101.0,84.4,122.0,-,2.1,1.1,64.0,82.0,-,138.0,143.0,2.0,1.0,0.145,0.1
70,150,35,127.0,98.0,3.9,5600,5600,2.65,7314 BECBY,-,70,101.0,84.4,122.0,-,2.1,1.1,64.0,82.0,-,138.0,143.0,2.0,1.0,0.145,0.1
70,150,35,127.0,98.0,3.9,5600,5600,2.65,7314 BEGAPH,-,70,101.0,84.4,122.0,-,2.1,1.1,64.0,82.0,-,138.0,143.0,2.0,1.0,0.145,0.1
70,150,35,127.0,98.0,3.9,5600,7000,2.65,7314 BECBM,-,70,101.0,84.4,122.0,-,2.1,1.1,64.0,82.0,-,138.0,143.0,2.0,1.0,0.145,0.1
70,150,35,143.0,110.0,4.4,6000,8500,2.65,7314 ACCBM,-,70,100.0,84.4,121.0,-,2.1,1.1,43.0,82.0,-,138.0,143.0,2.0,1.0,0.0592,0.1
75,130,25,70.2,60.0,2.5,6000,5600,1.2,-,7215 BEP,75,96.3,85.2,111.0,-,1.5,1.0,56.0,84.0,-,121.0,124.0,1.5,1.0,0.0599,0.095
75,130,25,73.5,65.5,2.7,6000,6300,1.2,7215 BECBM,-,75,96.3,85.2,111.0,-,1.5,1.0,56.0,84.0,-,121.0,124.0,1.5,1.0,0.0599,0.095
75,130,25,73.5,65.5,2.7,6000,6300,1.2,7215 BECBP,-,75,96.3,85.2,111.0,-,1.5,1.0,56.0,84.0,-,121.0,124.0,1.5,1.0,0.0599,0.095
75,130,25,73.5,65.5,2.7,6000,6300,1.2,7215 BECBPH,-,75,96.3,85.2,111.0,-,1.5,1.0,56.0,84.0,-,121.0,124.0,1.5,1.0,0.0599,0.095
75,130,25,76.5,69.5,2.9,6000,6300,1.2,7215 BECBY,-,75,96.3,85.2,111.0,-,1.5,1.0,56.0,84.0,-,121.0,124.0,1.5,1.0,0.0636,0.095
75,160,37,125.0,98.0,3.8,5300,5000,3.2,-,7315 BEP,75,108.0,91.1,129.0,-,2.1,1.1,68.0,87.0,-,148.0,153.0,2.0,1.0,0.171,0.1
75,160,37,132.0,104.0,4.15,5300,5300,3.2,7315 BECBP,-,75,108.0,91.1,129.0,-,2.1,1.1,68.0,87.0,-,148.0,153.0,2.0,1.0,0.171,0.1
75,160,37,132.0,104.0,4.15,5300,5300,3.2,7315 BECBY,-,75,108.0,91.1,129.0,-,2.1,1.1,68.0,87.0,-,148.0,153.0,2.0,1.0,0.171,0.1
75,160,37,132.0,104.0,4.15,5300,5300,3.2,7315 BEGAPH,-,75,108.0,91.1,129.0,-,2.1,1.1,68.0,87.0,-,148.0,153.0,2.0,1.0,0.171,0.1
75,160,37,132.0,104.0,4.15,5300,6700,3.2,7315 BECBM,-,75,108.0,91.1,129.0,-,2.1,1.1,68.0,87.0,-,148.0,153.0,2.0,1.0,0.171,0.1
80,140,26,80.6,69.5,2.8,5600,5300,1.45,-,7216 BEP,80,103.0,91.4,118.0,-,2.0,1.0,59.0,91.0,-,130.0,134.0,2.0,1.0,0.0801,0.095
80,140,26,85.0,75.0,3.05,5600,5600,1.45,7216 BECBP,-,80,103.0,91.4,118.0,-,2.0,1.0,59.0,91.0,-,130.0,134.0,2.0,1.0,0.0801,0.095
80,140,26,85.0,75.0,3.05,5600,5600,1.45,7216 BECBPH,-,80,103.0,91.4,118.0,-,2.0,1.0,59.0,91.0,-,130.0,134.0,2.0,1.0,0.0801,0.095
80,140,26,85.0,75.0,3.05,5600,5600,1.45,7216 BECBY,-,80,103.0,91.4,118.0,-,2.0,1.0,59.0,91.0,-,130.0,134.0,2.0,1.0,0.0801,0.095
80,140,26,85.0,75.0,3.05,5600,5600,1.45,7216 BEGAPH,-,80,103.0,91.4,118.0,-,2.0,1.0,59.0,91.0,-,130.0,134.0,2.0,1.0,0.0801,0.095
80,140,26,85.0,75.0,3.05,5600,7000,1.45,7216 BECBM,-,80,103.0,91.4,118.0,-,2.0,1.0,59.0,91.0,-,130.0,134.0,2.0,1.0,0.0801,0.095
80,170,39,135.0,110.0,4.15,5000,4500,3.8,-,7316 BEP,80,115.0,97.0,137.0,-,2.1,1.1,72.0,92.0,-,158.0,163.0,2.0,1.0,0.216,0.1
80,170,39,135.0,110.0,4.15,5000,4800,3.8,-,7316 BEM,80,115.0,97.0,137.0,-,2.1,1.1,72.0,92.0,-,158.0,163.0,2.0,1.0,0.216,0.1
80,170,39,143.0,118.0,4.5,5000,5000,3.8,7316 BECBP,-,80,115.0,97.0,137.0,-,2.1,1.1,72.0,92.0,-,158.0,163.0,2.0,1.0,0.216,0.1
80,170,39,143.0,118.0,4.5,5000,5000,3.8,7316 BECBPH,-,80,115.0,97.0,137.0,-,2.1,1.1,72.0,92.0,-,158.0,163.0,2.0,1.0,0.216,0.1
80,170,39,143.0,118.0,4.5,5000,5000,3.8,7316 BECBY,-,80,115.0,97.0,137.0,-,2.1,1.1,72.0,92.0,-,158.0,163.0,2.0,1.0,0.216,0.1
80,170,39,143.0,118.0,4.5,5000,6300,3.8,7316 BECBM,-,80,115.0,97.0,137.0,-,2.1,1.1,72.0,92.0,-,158.0,163.0,2.0,1.0,0.216,0.1
85,150,28,95.6,83.0,3.25,5300,5000,1.85,-,7217 BEP,85,110.0,97.0,127.0,-,2.0,1.0,63.0,96.0,-,139.0,144.0,2.0,1.0,0.114,0.095
85,150,28,102.0,90.0,3.55,5300,5300,1.85,7217 BECBP,-,85,110.0,97.0,127.0,-,2.0,1.0,63.0,96.0,-,139.0,144.0,2.0,1.0,0.114,0.095
85,150,28,102.0,90.0,3.55,5300,5300,1.85,7217 BECBY,-,85,110.0,97.0,127.0,-,2.0,1.0,63.0,96.0,-,139.0,144.0,2.0,1.0,0.114,0.095
85,150,28,102.0,90.0,3.55,5300,6700,1.85,7217 BECBM,-,85,110.0,97.0,127.0,-,2.0,1.0,63.0,96.0,-,139.0,144.0,2.0,1.0,0.114,0.095
85,180,41,146.0,122.0,4.5,4500,4300,4.45,-,7317 BEP,85,122.0,103.0,145.0,-,3.0,1.1,76.0,99.0,-,166.0,173.0,2.5,1.0,0.27,0.1
85,180,41,146.0,122.0,4.5,4500,4500,4.45,-,7317 BEM,85,122.0,103.0,145.0,-,3.0,1.1,76.0,99.0,-,166.0,173.0,2.5,1.0,0.27,0.1
85,180,41,156.0,132.0,4.9,4500,4800,4.45,7317 BECBP,-,85,122.0,103.0,145.0,-,3.0,1.1,76.0,99.0,-,166.0,173.0,2.5,1.0,0.27,0.1
85,180,41,156.0,132.0,4.9,4500,4800,4.45,7317 BECBY,-,85,122.0,103.0,145.0,-,3.0,1.1,76.0,99.0,-,166.0,173.0,2.5,1.0,0.27,0.1
85,180,41,156.0,132.0,4.9,4500,4800,4.45,7317 BEGAPH,-,85,122.0,103.0,145.0,-,3.0,1.1,76.0,99.0,-,166.0,173.0,2.5,1.0,0.27,0.1
85,180,41,156.0,132.0,4.9,4500,6000,4.45,7317 BECBM,-,85,122.0,103.0,145.0,-,3.0,1.1,76.0,99.0,-,166.0,173.0,2.5,1.0,0.27,0.1
90,160,30,108.0,96.5,3.65,5000,4500,2.3,-,7218 BEP,90,117.0,103.0,135.0,-,2.0,1.0,67.0,101.0,-,149.0,154.0,2.0,1.0,0.149,0.095
90,160,30,116.0,104.0,4.0,5000,5000,2.3,7218 BECBP,-,90,117.0,103.0,135.0,-,2.0,1.0,67.0,101.0,-,149.0,154.0,2.0,1.0,0.149,0.095
90,160,30,116.0,104.0,4.0,5000,5000,2.3,7218 BECBY,-,90,117.0,103.0,135.0,-,2.0,1.0,67.0,101.0,-,149.0,154.0,2.0,1.0,0.149,0.095
90,160,30,116.0,104.0,4.0,5000,6300,2.3,7218 BECBM,-,90,117.0,103.0,135.0,-,2.0,1.0,67.0,101.0,-,149.0,154.0,2.0,1.0,0.149,0.095
90,190,43,156.0,134.0,4.8,4300,4000,5.2,-,7318 BEP,90,129.0,108.0,154.0,-,3.0,1.1,80.0,104.0,-,176.0,183.0,2.5,1.0,0.333,0.1
90,190,43,156.0,134.0,4.8,4300,4300,5.2,-,7318 BEM,90,129.0,108.0,154.0,-,3.0,1.1,80.0,104.0,-,176.0,183.0,2.5,1.0,0.333,0.1
90,190,43,166.0,146.0,5.3,4300,4500,5.2,7318 BECBP,-,90,129.0,108.0,154.0,-,3.0,1.1,80.0,104.0,-,176.0,183.0,2.5,1.0,0.333,0.1
90,190,43,166.0,146.0,5.3,4300,4500,5.2,7318 BECBY,-,90,129.0,108.0,154.0,-,3.0,1.1,80.0,104.0,-,176.0,183.0,2.5,1.0,0.333,0.1
90,190,43,166.0,146.0,5.3,4300,4500,5.2,7318 BEGAPH,-,90,129.0,108.0,154.0,-,3.0,1.1,80.0,104.0,-,176.0,183.0,2.5,1.0,0.333,0.1
90,190,43,166.0,146.0,5.3,4300,5600,5.2,7318 BECBM,-,90,129.0,108.0,154.0,-,3.0,1.1,80.0,104.0,-,176.0,183.0,2.5,1.0,0.333,0.1
95,170,32,124.0,108.0,4.0,4500,4300,2.7,-,7219 BEP,95,124.0,109.0,143.0,-,2.1,1.1,72.0,107.0,-,158.0,163.0,2.0,1.0,0.191,0.095
95,170,32,129.0,118.0,4.4,4500,4800,2.7,7219 BECBP,-,95,124.0,109.0,143.0,-,2.1,1.1,72.0,107.0,-,158.0,163.0,2.0,1.0,0.191,0.095
95,170,32,129.0,118.0,4.4,4500,4800,2.7,7219 BECBY,-,95,124.0,109.0,143.0,-,2.1,1.1,72.0,107.0,-,158.0,163.0,2.0,1.0,0.191,0.095
95,170,32,129.0,118.0,4.4,4500,4800,2.7,7219 BEGAPH,-,95,124.0,109.0,143.0,-,2.1,1.1,72.0,107.0,-,158.0,163.0,2.0,1.0,0.191,0.095
95,170,32,129.0,118.0,4.4,4500,6000,2.7,7219 BECBM,-,95,124.0,109.0,143.0,-,2.1,1.1,72.0,107.0,-,158.0,163.0,2.0,1.0,0.191,0.095
95,200,45,168.0,150.0,5.2,4000,3800,6.05,-,7319 BEP,95,136.0,114.0,162.0,-,3.0,1.1,84.0,109.0,-,186.0,193.0,2.5,1.0,0.406,0.1
95,200,45,168.0,150.0,5.2,4000,4000,6.05,-,7319 BEM,95,136.0,114.0,162.0,-,3.0,1.1,84.0,109.0,-,186.0,193.0,2.5,1.0,0.406,0.1
95,200,45,180.0,163.0,5.7,4000,4300,6.05,7319 BECBP,-,95,136.0,114.0,162.0,-,3.0,1.1,84.0,109.0,-,186.0,193.0,2.5,1.0,0.406,0.1
95,200,45,180.0,163.0,5.7,4000,4300,6.05,7319 BECBY,-,95,136.0,114.0,162.0,-,3.0,1.1,84.0,109.0,-,186.0,193.0,2.5,1.0,0.406,0.1
95,200,45,180.0,163.0,5.7,4000,5300,6.05,7319 BECBM,-,95,136.0,114.0,162.0,-,3.0,1.1,84.0,109.0,-,186.0,193.0,2.5,1.0,0.406,0.1
100,180,34,135.0,122.0,4.4,4300,4000,3.3,-,7220 BEP,100,130.0,115.0,151.0,-,2.1,1.1,76.0,112.0,-,168.0,173.0,2.0,1.0,0.239,0.095
100,180,34,143.0,134.0,4.75,4300,4500,3.3,7220 BECBP,-,100,130.0,115.0,151.0,-,2.1,1.1,76.0,112.0,-,168.0,173.0,2.0,1.0,0.239,0.095
100,180,34,143.0,134.0,4.75,4300,4500,3.3,7220 BECBY,-,100,130.0,115.0,151.0,-,2.1,1.1,76.0,112.0,-,168.0,173.0,2.0,1.0,0.239,0.095
100,180,34,143.0,134.0,4.75,4300,5600,3.3,7220 BECBM,-,100,130.0,115.0,151.0,-,2.1,1.1,76.0,112.0,-,168.0,173.0,2.0,1.0,0.239,0.095
100,215,47,203.0,190.0,6.4,3800,3600,7.5,-,7320 BEM,100,144.0,120.0,174.0,-,3.0,1.1,90.0,114.0,-,201.0,208.0,2.5,1.0,0.63,0.1
100,215,47,203.0,190.0,6.4,3800,3600,7.5,-,7320 BEP,100,144.0,120.0,174.0,-,3.0,1.1,90.0,114.0,-,201.0,208.0,2.5,1.0,0.63,0.1
100,215,47,216.0,208.0,6.95,3800,4000,7.5,7320 BECBP,-,100,144.0,120.0,174.0,-,3.0,1.1,90.0,114.0,-,201.0,208.0,2.5,1.0,0.63,0.1
100,215,47,216.0,208.0,6.95,3800,4000,7.5,7320 BECBY,-,100,144.0,120.0,174.0,-,3.0,1.1,90.0,114.0,-,201.0,208.0,2.5,1.0,0.63,0.1
100,215,47,216.0,208.0,6.95,3800,5000,7.5,7320 BECBM,-,100,144.0,120.0,174.0,-,3.0,1.1,90.0,114.0,-,201.0,208.0,2.5,1.0,0.63,0.1
105,190,36,156.0,150.0,5.2,4000,4300,3.95,7221 BECBP,-,105,137.0,121.0,160.0,-,2.1,1.1,80.0,117.0,-,178.0,183.0,2.0,1.0,0.302,0.095
105,190,36,156.0,150.0,5.2,4000,5300,3.95,7221 BECBM,-,105,137.0,121.0,160.0,-,2.1,1.1,80.0,117.0,-,178.0,183.0,2.0,1.0,0.302,0.095
105,225,49,203.0,193.0,6.4,3600,3400,8.55,-,7321 BEP,105,151.0,127.0,182.0,-,3.0,1.1,94.0,119.0,-,211.0,218.0,2.5,1.0,0.669,0.1
105,225,49,216.0,208.0,6.95,3600,3800,8.55,7321 BECBP,-,105,151.0,127.0,182.0,-,3.0,1.1,94.0,119.0,-,211.0,218.0,2.5,1.0,0.669,0.1
105,225,49,216.0,208.0,6.95,3600,4800,8.55,7321 DECBM,-,105,151.0,127.0,182.0,-,3.0,1.1,94.0,119.0,-,211.0,218.0,2.5,1.0,0.669,0.1
110,200,38,153.0,143.0,4.9,4000,3600,4.6,-,7222 BEP,110,144.0,127.0,168.0,-,2.1,1.1,84.0,122.0,-,188.0,193.0,2.0,1.0,0.353,0.095
110,200,38,163.0,156.0,5.3,4000,4000,4.6,7222 BECBP,-,110,144.0,127.0,168.0,-,2.1,1.1,84.0,122.0,-,188.0,193.0,2.0,1.0,0.353,0.095
110,200,38,163.0,156.0,5.3,4000,4000,4.6,7222 BECBY,-,110,144.0,127.0,168.0,-,2.1,1.1,84.0,122.0,-,188.0,193.0,2.0,1.0,0.353,0.095
110,200,38,163.0,156.0,5.3,4000,5000,4.6,7222 BECBM,-,110,144.0,127.0,168.0,-,2.1,1.1,84.0,122.0,-,188.0,193.0,2.0,1.0,0.353,0.095
110,240,50,225.0,224.0,7.2,3400,3200,10.0,-,7322 BEY,110,160.0,134.0,194.0,-,3.0,1.1,99.0,124.0,-,226.0,233.0,2.5,1.0,0.906,0.1
110,240,50,225.0,224.0,7.2,3400,3400,10.0,-,7322 BEM,110,160.0,134.0,194.0,-,3.0,1.1,99.0,124.0,-,226.0,233.0,2.5,1.0,0.906,0.1
110,240,50,240.0,245.0,7.8,3400,3600,10.0,7322 BECBP,-,110,160.0,134.0,194.0,-,3.0,1.1,99.0,124.0,-,226.0,233.0,2.5,1.0,0.906,0.1
110,240,50,240.0,245.0,7.8,3400,3600,10.0,7322 BECBY,-,110,160.0,134.0,194.0,-,3.0,1.1,99.0,124.0,-,226.0,233.0,2.5,1.0,0.906,0.1
110,240,50,240.0,245.0,7.8,3400,4500,10.0,7322 BECBM,-,110,160.0,134.0,194.0,-,3.0,1.1,99.0,124.0,-,226.0,233.0,2.5,1.0,0.906,0.1
120,180,28,87.1,93.0,3.2,4000,4000,2.4,7024 BGM,-,120,143.0,132.0,158.0,-,2.0,1.0,77.0,130.0,-,170.0,174.0,2.0,1.0,0.139,0.083
120,215,40,165.0,163.0,5.3,3600,4000,5.9,7224 BCBM,7224 BM,120,157.0,138.0,180.0,-,2.1,1.1,90.0,132.0,-,203.0,208.0,2.0,1.0,0.45,0.08
120,260,55,238.0,250.0,7.65,3000,3600,14.5,7324 BCBM,-,120,178.0,153.0,211.0,-,3.0,1.5,107.0,134.0,-,246.0,253.0,2.5,1.0,1.11,0.09
130,230,40,186.0,193.0,6.1,3400,3800,6.95,7226 BCBM,7226 BM,130,168.0,149.0,193.0,-,3.0,1.1,96.0,144.0,-,216.0,222.0,2.5,1.0,0.605,0.08
130,280,58,276.0,305.0,9.0,2800,3400,17.0,7326 BCBM,7326 BM,130,189.0,161.0,228.0,-,4.0,1.5,115.0,147.0,-,263.0,271.0,3.0,1.5,1.65,0.09
140,210,33,114.0,129.0,4.15,3400,3400,3.85,7028 BGM,-,140,167.0,154.0,185.0,-,2.0,1.0,90.0,150.0,-,200.0,204.0,2.0,1.0,0.263,0.083
140,250,42,199.0,212.0,6.4,3000,3600,8.85,7228 BCBM,7228 BM,140,183.0,163.0,210.0,-,3.0,1.1,103.0,154.0,-,236.0,243.0,2.5,1.0,0.763,0.08
140,300,62,302.0,345.0,9.8,2600,3000,21.5,7328 BCBM,-,140,202.0,172.0,243.0,-,4.0,1.5,123.0,158.0,-,283.0,291.0,3.0,1.5,2.14,0.09
150,225,35,133.0,146.0,4.55,3200,3200,4.7,7030 BGM,-,150,179.0,166.0,198.0,-,2.1,1.1,96.0,162.0,-,213.0,218.0,2.0,1.0,0.349,0.083
150,270,45,216.0,240.0,6.95,2800,3200,11.5,7230 BCBM,-,150,197.0,175.0,226.0,-,3.0,1.1,111.0,164.0,-,256.0,263.0,2.5,1.0,1.01,0.08
150,320,65,332.0,390.0,10.8,2400,2800,26.0,7330 BCBM,-,150,216.0,183.0,259.0,-,4.0,1.5,131.0,167.0,-,303.0,311.0,3.0,1.5,2.74,0.09
160,290,48,255.0,300.0,8.5,2600,3000,14.0,7232 BCBM,-,160,211.0,187.0,243.0,-,3.0,1.1,118.0,174.0,-,276.0,283.0,2.5,1.0,1.48,0.08
170,260,42,172.0,204.0,5.85,2800,2800,7.65,7034 BGM,-,170,205.0,189.0,227.0,-,2.1,1.1,111.0,182.0,-,248.0,253.0,2.0,1.0,0.643,0.083
170,310,52,281.0,345.0,9.5,2400,2800,17.5,7234 BCBM,-,170,227.0,202.0,262.0,-,4.0,1.5,127.0,187.0,-,293.0,301.0,3.0,1.5,2.0,0.08
170,360,72,390.0,490.0,12.7,2200,2600,36.0,7334 BCBM,-,170,243.0,207.0,292.0,-,4.0,2.0,147.0,187.0,-,343.0,351.0,3.0,2.0,4.32,0.09
180,280,46,195.0,240.0,6.7,2600,2600,10.0,7036 BGM,-,180,219.0,201.0,244.0,-,2.1,1.1,119.0,192.0,-,268.0,273.0,2.0,1.0,0.912,0.083
180,320,52,291.0,375.0,10.0,2400,2600,18.0,7236 BCBM,-,180,234.0,209.0,269.0,-,4.0,1.5,131.0,197.0,-,303.0,311.0,3.0,1.5,2.21,0.08
180,380,75,410.0,540.0,13.7,2000,2400,42.0,7336 BCBM,-,180,257.0,219.0,308.0,-,4.0,2.0,156.0,197.0,-,363.0,370.0,3.0,2.0,5.33,0.09
190,290,46,199.0,255.0,6.95,2400,2400,10.5,7038 BGM,-,190,229.0,211.0,254.0,-,2.1,1.1,124.0,202.0,-,278.0,283.0,2.0,1.0,1.0,0.083
190,340,55,307.0,405.0,10.4,2000,2600,22.0,7238 BCBM,-,190,250.0,224.0,286.0,-,4.0,1.5,139.0,207.0,-,323.0,331.0,3.0,1.5,2.63,0.08
190,400,78,442.0,600.0,14.6,2000,2200,48.5,7338 BCBM,-,190,271.0,231.0,325.0,-,5.0,2.0,164.0,210.0,-,380.0,390.0,4.0,2.0,6.5,0.09
200,310,51,225.0,290.0,7.8,2200,2200,18.0,7040 BGM,-,200,243.0,224.0,270.0,-,2.1,1.1,145.0,234.0,-,285.0,333.0,2.5,1.1,1.37,0.083
200,360,58,325.0,430.0,11.0,2000,2400,25.0,7240 BCBM,-,200,263.0,235.0,301.0,-,4.0,1.5,146.0,217.0,-,343.0,351.0,3.0,1.5,3.2,0.08
200,420,80,462.0,655.0,15.6,1900,2200,53.0,7340 BCBM,-,200,286.0,247.0,340.0,-,5.0,2.0,170.0,220.0,-,400.0,410.0,4.0,2.0,7.5,0.09
220,340,56,255.0,355.0,9.0,2000,2000,18.0,7044 BGM,-,220,267.0,245.0,296.0,-,3.0,1.1,145.0,234.0,-,326.0,333.0,2.5,1.1,1.97,0.083
220,400,65,390.0,560.0,13.4,1900,2200,37.0,7244 BCBM,-,220,291.0,259.0,334.0,-,4.0,1.5,164.0,237.0,-,383.0,391.0,3.0,1.5,5.13,0.08
240,360,56,260.0,375.0,9.15,1900,1900,19.0,7048 BGM,-,240,287.0,265.0,316.0,-,3.0,1.1,154.0,254.0,-,346.0,353.0,2.5,1.1,2.23,0.082
240,440,72,449.0,670.0,15.3,1600,2600,49.0,7248 BCBM,-,240,322.0,292.0,361.0,-,4.0,1.5,180.0,257.0,-,423.0,431.0,4.0,1.5,5.12,0.08
260,400,65,332.0,510.0,11.8,1700,1700,30.0,7052 BGM,-,260,314.0,289.0,349.0,-,4.0,1.5,171.0,276.0,-,373.0,380.0,3.0,1.5,3.94,0.083
280,420,65,338.0,540.0,12.2,1600,1600,30.0,7056 BGM,-,280,334.0,309.0,369.0,-,4.0,1.5,179.0,298.0,-,402.0,411.0,3.0,1.5,4.4,0.083
280,500,80,507.0,830.0,17.6,1400,1400,67.5,-,7256 BM,280,367.0,328.0,418.0,-,5.0,2.0,204.0,300.0,-,480.0,489.0,4.0,2.0,11.3,0.08
300,540,85,553.0,930.0,19.3,1300,1300,85.0,7260 BCBM,-,300,395.0,351.0,450.0,-,5.0,2.0,219.0,322.0,-,518.0,528.0,4.0,2.0,15.2,0.08
