ID,Unnamed: 0,d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_mit_Standardkäfig,Kurzzeichen_Lager_Alternative_Standardkäfige,d.1,d1,D1,FE,r12_min,r34_min,s_max,da_min,da_max,db_min_Da_min,Da_max,ra_max,rb_max,kr,Kurzzeichen_Winkelring,Gewicht_kg.1,B1,B2
1039,248,85,180,60,455.0,490.0,60.0,4000.0,4800,7.0,NUP 2317 ECP,J; M;  ML,85,117,151.4,108.0,3.0,3.0,-,99.0,-,120.0,165.5,2.5,-,0.25,-,-,-,-
1040,249,90,140,24,80.9,104.0,12.7,5600.0,8500,1.35, NU 1018 ML, M,90,-,122.1,103.0,1.5,1.1,3.5,96.0,101,106.0,133.0,1.5,1,0.15,-,-,-,-
1041,250,90,140,24,80.9,104.0,12.7,5600.0,8500,1.4,NJ 1018 ML, M,90,108,122.1,103.0,1.5,1.1,3.5,96.0,101,111.0,133.0,1.5,-,0.15,-,-,-,-
1042,251,90,160,30,208.0,220.0,27.0,4500.0,5000,2.3, N 218 ECP,M,90,114,-,145.0,2.0,2.0,1.8,101.0,142,148.0,149.0,2.0,2,0.12,-,-,-,-
1043,252,90,160,30,208.0,220.0,27.0,4500.0,5000,2.3, NJ 218 ECP,J; M;  ML,90,114,138.45,107.0,2.0,2.0,1.8,101.0,104,117.0,149.0,2.0,-,0.15,HJ 218 EC,0.31,9,14
1044,253,90,160,30,208.0,220.0,27.0,4500.0,5000,2.3, NU 218 ECP,J; M;  ML,90,-,138.45,107.0,2.0,2.0,1.8,101.0,104,110.0,149.0,2.0,2,0.15,HJ 218 EC,0.31,9,14
1045,254,90,160,30,208.0,220.0,27.0,4500.0,5000,2.45, NUP 218 ECP,J; M;  ML,90,114,138.45,107.0,2.0,2.0,-,101.0,-,117.0,149.0,2.0,-,0.15,-,-,-,-
1046,255,90,160,40,280.0,315.0,39.0,4500.0,5000,3.15, NU 2218 ECP,J; M;  ML,90,-,138.5,107.0,2.0,2.0,2.6,101.0,104,110.0,149.0,2.0,2,0.2,HJ 2218 EC,0.31,9,15
1047,256,90,160,40,280.0,315.0,39.0,4500.0,5000,3.25, NJ 2218 ECP,J; M;  ML,90,114,138.5,107.0,2.0,2.0,2.6,101.0,104,117.0,149.0,2.0,-,0.2,HJ 2218 EC,0.31,9,15
1048,257,90,160,40,280.0,315.0,39.0,4500.0,5000,3.3, NUP 2218 ECP,J; M;  ML,90,114,138.5,107.0,2.0,2.0,-,101.0,-,117.0,149.0,2.0,-,0.2,-,-,-,-
1049,258,90,190,43,365.0,360.0,43.0,3800.0,4500,5.25, NU 318 ECP,J; M;  ML,90,-,160.3,113.5,3.0,3.0,2.5,104.0,110,116.0,175.3,2.5,2.5,0.15,HJ 318 EC,0.62,12,18.5
1050,259,90,190,43,365.0,360.0,43.0,3800.0,4500,5.3, N 318 ECP,M,90,124,-,169.5,3.0,3.0,2.5,104.0,166,173.0,175.0,2.5,2.5,0.12,-,-,-,-
1051,260,90,190,43,365.0,360.0,43.0,3800.0,4500,5.45, NJ 318 ECP,J; M;  ML,90,124,160.3,113.5,3.0,3.0,2.5,104.0,110,127.0,175.3,2.5,-,0.15,HJ 318 EC,0.62,12,18.5
1052,261,90,190,43,365.0,360.0,43.0,3800.0,4500,5.55, NUP 318 ECJ,M;  ML;  P,90,124,160.3,113.5,3.0,3.0,-,104.0,-,127.0,175.3,2.5,-,0.15,-,-,-,-
1053,262,90,190,64,500.0,540.0,65.5,3800.0,4500,8.0, NU 2318 ECP,J; M;  ML,90,-,160.3,113.5,3.0,3.0,6,104.0,110,116.0,175.3,2.5,2.5,0.25,HJ 2318 EC,0.66,12,22
1054,263,90,190,64,500.0,540.0,65.5,3800.0,4500,8.15, NJ 2318 ECP,J; M;  ML,90,124,160.3,113.5,3.0,3.0,6,104.0,110,127.0,175.3,2.5,-,0.25,HJ 2318 EC,0.66,12,22
1055,264,90,190,64,500.0,540.0,65.5,3800.0,4500,8.25,NUP 2318 ECP,J; M;  ML,90,124,160.3,113.5,3.0,3.0,-,104.0,-,127.0,175.3,2.5,-,0.25,-,-,-,-
1056,265,90,225,54,380.0,415.0,48.0,3400.0,4000,10.0,NU 418,M,90,-,179.5,123.5,4.0,4.0,4.9,108.0,120,126.0,205.0,3.0,3,0.15,-,-,-,-
1057,266,95,145,24,84.2,110.0,13.2,5300.0,8000,1.45, NU 1019 ML, -,95,-,127.1,108.0,1.5,1.1,3.5,101.0,106,111.0,138.0,1.5,1,0.15,-,-,-,-
1058,267,95,170,32,255.0,265.0,32.5,4300.0,4800,2.85, N 219 ECP,-,95,120,-,154.5,2.1,2.1,1.7,107.0,152,157.0,159.0,2.0,2,0.12,-,-,-,-
1059,268,95,170,32,255.0,265.0,32.5,4300.0,4800,2.85, NU 219 ECP,J; M;  ML,95,-,147.4,112.5,2.1,2.1,1.7,107.0,110,115.0,157.8,2.0,2,0.15,HJ 219 EC,0.33,9,14
1060,269,95,170,32,255.0,265.0,32.5,4300.0,4800,2.9, NJ 219 ECP,J; M;  ML,95,120,147.4,112.5,2.1,2.1,1.7,107.0,110,123.0,157.8,2.0,-,0.15,HJ 219 EC,0.33,9,14
1061,270,95,170,32,255.0,265.0,32.5,4300.0,4800,2.9, NUP 219 ECP,J; M;  ML,95,120,147.4,112.5,2.1,2.1,-,107.0,-,123.0,157.8,2.0,-,0.15,-,-,-,-
1062,271,95,170,43,325.0,375.0,45.5,4300.0,4800,3.8, NU 2219 ECP,J; ML,95,-,147.4,112.5,2.1,2.1,3,107.0,110,115.0,157.8,2.0,2,0.2,-,-,-,-
1063,272,95,170,43,325.0,375.0,45.5,4300.0,4800,3.95, NJ 2219 ECP,J; ML,95,120,147.4,112.5,2.1,2.1,3,107.0,110,123.0,157.8,2.0,-,0.2,-,-,-,-
1064,273,95,170,43,325.0,375.0,45.5,4300.0,4800,4.0,NUP 2219 ECP,J; ML,95,120,147.4,112.5,2.1,2.1,-,107.0,-,123.0,157.8,2.0,-,0.2,-,-,-,-
1065,274,95,200,45,390.0,390.0,46.5,3600.0,4300,6.2, N 319 ECP,M,95,132,-,177.5,3.0,3.0,2.9,110.0,174,181.0,185.0,2.5,2.5,0.12,-,-,-,-
1066,275,95,200,45,390.0,390.0,46.5,3600.0,4300,6.2, NU 319 ECP,J; M;  ML,95,-,168.3,121.5,3.0,3.0,2.9,110.0,118,125.0,185.0,2.5,2.5,0.15,HJ 319 EC,0.78,13,20.5
1067,276,95,200,45,390.0,390.0,46.5,3600.0,4300,6.3, NJ 319 ECP,J; M;  ML,95,132,168.3,121.5,3.0,3.0,2.9,110.0,118,135.0,185.0,2.5,-,0.15,HJ 319 EC,0.78,13,20.5
1068,277,95,200,45,390.0,390.0,46.5,3600.0,4300,6.3,NUP 319 ECP,J; M;  ML,95,132,168.3,121.5,3.0,3.0,-,110.0,-,135.0,185.0,2.5,-,0.15,-,-,-,-
1069,278,95,200,67,530.0,585.0,69.5,3600.0,4300,9.35, NU 2319 ECP,J; ML,95,-,168.3,121.5,3.0,3.0,6.9,110.0,118,125.0,185.0,2.5,2.5,0.25,HJ 2319 EC,0.76,13,24.5
1070,279,95,200,67,530.0,585.0,69.5,3600.0,4300,9.55, NJ 2319 ECJ,ML;  P,95,132,168.3,121.5,3.0,3.0,6.9,110.0,118,135.0,185.0,2.5,-,0.25,HJ 2319 EC,0.76,13,24.5
1071,280,95,200,67,530.0,585.0,69.5,3600.0,4300,9.7, NUP 2319 ECJ,ML;  P,95,132,168.3,121.5,3.0,3.0,-,110.0,-,135.0,185.0,2.5,-,0.25,-,-,-,-
1072,281,95,240,55,413.0,455.0,52.0,3200.0,3600,13.5,NU 419 M, -,95,-,188,133.5,4.0,4.0,5,114.0,130,136.0,220.0,3.0,3,0.15,-,-,-,-
1073,282,100,150,24,85.8,114.0,13.7,5000.0,7500,1.45, NU 1020 ML, M,100,-,132.1,113.0,1.5,1.1,3.5,106.0,111,116.0,143.0,1.5,1,0.15,-,-,-,-
1074,283,100,180,34,285.0,305.0,36.5,4000.0,4500,3.35, NU 220 ECP,J; M;  ML,100,-,155.6,119.0,2.1,2.1,1.7,113.0,116,122.0,167.5,2.0,2,0.15,HJ 220 EC,0.43,10,15
1075,284,100,180,34,285.0,305.0,36.5,4000.0,4500,3.45, N 220 ECP,-,100,127,-,163.0,2.1,2.1,1.7,113.0,160,166.0,168.0,2.0,2,0.12,-,-,-,-
1076,285,100,180,34,285.0,305.0,36.5,4000.0,4500,3.45, NJ 220 ECP,J; M;  ML,100,127,155.6,119.0,2.1,2.1,1.7,113.0,116,130.0,167.5,2.0,-,0.15,HJ 220 EC,0.43,10,15
1077,286,100,180,34,285.0,305.0,36.5,4000.0,4500,3.6, NUP 220 ECP,J; M;  ML,100,127,155.6,119.0,2.1,2.1,-,113.0,-,130.0,167.5,2.0,-,0.15,-,-,-,-
1078,287,100,180,46,380.0,450.0,54.0,4000.0,4500,4.75, NU 2220 ECP,J; M;  ML;  PH,100,-,155.6,119.0,2.1,2.1,2.5,113.0,116,122.0,167.5,2.0,2,0.2,HJ 2220 EC,0.43,10,16
1079,288,100,180,46,380.0,450.0,54.0,4000.0,4500,4.8, NJ 2220 ECP,J; M;  ML;  PH,100,127,155.6,119.0,2.1,2.1,2.5,113.0,116,130.0,167.5,2.0,-,0.2,HJ 2220 EC,0.43,10,16
1080,289,100,180,46,380.0,450.0,54.0,4000.0,4500,4.8, NUP 2220 ECP,J; M;  ML;  PH,100,127,155.6,119.0,2.1,2.1,-,113.0,-,130.0,167.5,2.0,-,0.2,-,-,-,-
1081,290,100,215,47,450.0,440.0,51.0,3200.0,3800,7.35, N 320 ECP,M,100,139,-,191.5,3.0,3.0,2.9,114.0,188,195.0,200.0,2.5,2.5,0.12,-,-,-,-
1082,291,100,215,47,450.0,440.0,51.0,3200.0,3800,7.45, NU 320 ECP,J; M;  ML,100,-,181.1,127.5,3.0,3.0,2.9,114.0,124,131.0,199.6,2.5,2.5,0.15,HJ 320 EC,0.87,13,20.5
1083,292,100,215,47,450.0,440.0,51.0,3200.0,3800,7.65, NJ 320 ECJ,M;  ML;  P,100,139,181.1,127.5,3.0,3.0,2.9,114.0,124,142.0,199.6,2.5,-,0.15,HJ 320 EC,0.87,13,20.5
1084,293,100,215,47,450.0,440.0,51.0,3200.0,3800,7.7, NUP 320 ECJ,M;  ML;  P,100,139,181.1,127.5,3.0,3.0,-,114.0,-,142.0,199.6,2.5,-,0.15,-,-,-,-
1085,294,100,215,73,670.0,735.0,85.0,3200.0,3800,12.0, NJ 2320 ECJ,M;  ML;  P,100,139,181.1,127.5,3.0,3.0,5.9,114.0,124,142.0,199.6,2.5,-,0.25,HJ 2320 EC,0.91,13,23.5
1086,295,100,215,73,670.0,735.0,85.0,3200.0,3800,12.0, NU 2320 ECP,J; M;  ML,100,-,181.1,127.5,3.0,3.0,5.9,114.0,124,131.0,199.6,2.5,2.5,0.25,HJ 2320 EC,0.91,13,23.5
1087,296,100,215,73,670.0,735.0,85.0,3200.0,3800,12.5, NUP 2320 ECJ,M;  ML;  P,100,139,181.1,127.5,3.0,3.0,-,114.0,-,142.0,199.6,2.5,-,0.25,-,-,-,-
1088,297,100,250,58,457.0,520.0,58.5,3000.0,3600,15.5,NU 420 M, -,100,-,197.45,139.0,4.0,4.0,4.9,119.0,135,142.0,230.0,3.0,3,0.15,HJ 420,1.5,16,27
1089,298,105,160,26,101.0,137.0,16.0,4800.0,7500,1.9, NU 1021 ML, -,105,-,140.8,119.5,2.0,1.1,3.8,111.0,117,122.0,151.0,2.0,1,0.15,-,-,-,-
1090,299,105,190,36,300.0,315.0,36.5,3800.0,4300,3.9,N 221 ECP,-,105,134,-,173.0,2.1,2.1,2,117.0,170,176.0,178.0,2.0,2,0.12,-,-,-,-
1091,300,105,190,36,300.0,315.0,36.5,3800.0,4300,3.95, NU 221 ECP,J; ML,105,-,164,125.0,2.1,2.1,2,117.0,122,128.0,177.3,2.0,2,0.15,HJ 221 EC,0.5,10,16
1092,301,105,190,36,300.0,315.0,36.5,3800.0,4300,4.0, NJ 221 ECP,J; ML,105,134,164,125.0,2.1,2.1,2,117.0,122,137.0,177.3,2.0,-,0.15,HJ 221 EC,0.5,10,16
1093,302,105,190,36,300.0,315.0,36.5,3800.0,4300,4.2,NUP 221 ECP,J; ML,105,134,164,125.0,2.1,2.1,-,117.0,-,137.0,177.3,2.0,-,0.15,-,-,-,-
1094,303,105,225,49,500.0,500.0,57.0,3200.0,3800,8.5, NU 321 ECP,J; ML,105,-,189,133.0,3.0,3.0,3.4,119.0,129,136.0,209.4,2.5,2.5,0.15,-,-,-,-
1095,304,105,225,49,500.0,500.0,57.0,3200.0,3800,8.6, N 321 ECP,-,105,145,-,201.0,3.0,3.0,3.4,119.0,198,205.0,210.0,2.5,2.5,0.12,-,-,-,-
1096,305,105,225,49,500.0,500.0,57.0,3200.0,3800,9.05,NJ 321 ECP,J; ML,105,145,189,133.0,3.0,3.0,3.4,119.0,129,148.0,209.4,2.5,-,0.15,-,-,-,-
1097,306,105,260,60,501.0,570.0,64.0,2800.0,3400,17.5,NU 421 M, -,105,-,206.3,144.5,4.0,4.0,4.9,124.0,140,147.0,241.0,3.0,3,0.15,-,-,-,-
1098,307,110,170,28,128.0,166.0,19.3,4500.0,7000,2.3, NU 1022 ML, M,110,-,149.7,125.0,2.0,1.1,3.8,116.0,122,128.0,160.0,2.0,1,0.15,-,-,-,-
1099,308,110,200,38,335.0,365.0,42.5,3600.0,4000,4.7, NU 222 ECP,J; M;  ML,110,-,172.5,132.5,2.1,2.1,2.1,122.0,129,135.0,187.0,2.0,2,0.15,HJ 222 EC,0.62,11,17
1100,309,110,200,38,335.0,365.0,42.5,3600.0,4000,4.8, N 222 ECP, M,110,141,-,180.5,2.1,2.1,2.1,122.0,177,184.0,188.0,2.0,2,0.12,-,-,-,-
1101,310,110,200,38,335.0,365.0,42.5,3600.0,4000,4.8, NJ 222 ECP,J; M;  ML,110,141,172.5,132.5,2.1,2.1,2.1,122.0,129,144.0,187.0,2.0,-,0.15,HJ 222 EC,0.62,11,17
1102,311,110,200,38,335.0,365.0,42.5,3600.0,4000,5.0, NUP 222 ECP,J; M;  ML,110,141,172.5,132.5,2.1,2.1,-,122.0,-,144.0,187.0,2.0,-,0.15,-,-,-,-
1103,312,110,200,53,440.0,520.0,61.0,3600.0,4000,6.7, NJ 2222 ECP,J; ML,110,141,172.5,132.5,2.1,2.1,3.7,122.0,129,144.0,187.0,2.0,-,0.2,-,-,-,-
